_id,objectID,CAP,MUNICIPIO,ID_NIL,NIL,LONG_X_4326,LAT_Y_4326
265,13485,20139,5,38,VIGENTINO - Q.RE FATIMA,9.205689903,45.43466295
266,119,20139,5,36,SCALO ROMANA,9.211250783,45.44076334
267,176,20135,4,26,XXII MARZO,9.215753377,45.46076147
268,533,20129,3,21,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE,9.212866736,45.47875747
269,7090,20126,9,15,BICOCCA,9.214768353,45.51634999
270,4182,20139,4,35,LODI - CORVETTO,9.219392915,45.44582489
271,4573,20139,4,35,LODI - CORVETTO,9.222003929,45.44497853
272,410,20137,4,28,UMBRIA - MOLISE - CALVAIRATE,9.220152011,45.4527042
273,14286,20127,2,20,LORETO - CASORETTO - NOLO,9.223427891,45.49264136
274,41606,20133,4,25,CORSICA,9.231786744,45.46801236
275,13887,20133,3,22,CITTA' STUDI,9.232657353,45.46989281
276,4221,20133,3,22,CITTA' STUDI,9.23766063,45.47226447
277,5392,20138,4,33,ROGOREDO - SANTA GIULIA,9.242682309,45.43850794
278,170,20138,4,30,TALIEDO - MORSENCHIO - Q.RE FORLANINI,9.239908225,45.45526881
279,504,20134,3,18,CIMIANO - ROTTOLE - Q.RE FELTRE,9.242699009,45.48906974
280,3394,20128,2,17,ADRIANO,9.250100273,45.51258396
281,541,20128,2,17,ADRIANO,9.248696134,45.51779294
282,543,20128,2,17,ADRIANO,9.249070175,45.51815611
283,341,20138,4,31,MONLUE' - PONTE LAMBRO,9.254542431,45.4559922
284,1,20153,7,62,QUINTO ROMANO,9.088570948,45.47579328
285,4247,20151,8,65,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO,9.099419935,45.50070845
286,5396,20152,6,53,LORENTEGGIO,9.105584949,45.45160881
287,58,20151,7,88,PARCO BOSCO IN CITTA',9.105808571,45.48428108
288,60,20151,7,88,PARCO BOSCO IN CITTA',9.104694948,45.48970977
289,61,20151,7,88,PARCO BOSCO IN CITTA',9.10587083,45.48709357
290,304,20151,8,64,TRENNO,9.101280289,45.4918676
291,8285,20151,8,72,MAGGIORE - MUSOCCO - CERTOSA,9.101844811,45.50892088
292,7083,20152,6,53,LORENTEGGIO,9.108836635,45.45292213
293,299,20152,7,56,FORZE ARMATE,9.107608621,45.45628077
294,52,20153,7,56,FORZE ARMATE,9.112587976,45.47000776
295,59,20151,7,88,PARCO BOSCO IN CITTA',9.107756306,45.48689142
296,53,20151,7,60,STADIO - IPPODROMI,9.115359098,45.47691096
297,5405,20157,8,75,STEPHENSON,9.120053684,45.51133176
298,5395,20147,7,56,FORZE ARMATE,9.122172976,45.46784297
299,333,20156,8,72,MAGGIORE - MUSOCCO - CERTOSA,9.126387029,45.50680476
300,513,20147,6,56,FORZE ARMATE,9.128676207,45.46021001
301,36318,20146,6,49,GIAMBELLINO,9.135116057,45.44696893
302,5834,20148,7,60,STADIO - IPPODROMI,9.13794171,45.47663307
303,5865,20157,8,76,QUARTO OGGIARO - VIALBA - MUSOCCO,9.133542539,45.5091014
304,5393,20148,8,58,DE ANGELI - MONTE ROSA,9.143810506,45.47954467
305,3425,20149,8,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,9.145567162,45.48776934
306,3418,20142,6,46,BARONA,9.146381951,45.43232465
307,366,20146,6,52,BANDE NERE,9.146658236,45.45971496
308,30316,20146,6,52,BANDE NERE,9.147671058,45.45840669
309,48,20149,7,58,DE ANGELI - MONTE ROSA,9.146377949,45.47239972
310,29122,20149,8,59,TRE TORRI,9.152237401,45.47899646
311,5388,20145,8,59,TRE TORRI,9.155150723,45.47552823
312,40641,20149,8,59,TRE TORRI,9.153273525,45.47886326
313,436,20149,8,67,PORTELLO,9.158778904,45.4811737
314,35518,20144,7,51,PORTA MAGENTA,9.16069965,45.46432603
315,440,20145,8,68,PAGANO,9.160998858,45.4777476
316,429,20154,8,70,GHISOLFA,9.161537748,45.48784933
317,5418,20155,8,70,GHISOLFA,9.161419813,45.49487845
318,126,20161,9,81,BOVISASCA,9.164261924,45.52213207
319,4219,20142,5,42,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA,9.170812049,45.43087591
320,389,20123,1,7,MAGENTA - S. VITTORE,9.167948433,45.4611395
321,10685,20123,1,7,MAGENTA - S. VITTORE,9.166397529,45.46935212
322,2172,20155,8,70,GHISOLFA,9.167203297,45.49206157
323,145,20158,9,77,BOVISA,9.16946019,45.50369316
324,129,20161,9,80,AFFORI,9.170576561,45.51823945
325,5399,20161,9,82,COMASINA,9.166756288,45.52677114
326,9,20142,5,41,GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE,9.173368363,45.40542025
327,540,20142,5,42,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA,9.174215762,45.42547734
328,2156,20141,5,43,TIBALDI,9.177904452,45.43788595
329,403,20144,6,44,PORTA TICINESE - CONCHETTA,9.17435479,45.45399214
330,4197,20123,1,6,PORTA TICINESE - CONCA DEL NAVIGLIO,9.177293937,45.45495307
331,4225,20154,8,69,SARPI,9.178130541,45.48457598
332,3402,20161,9,80,AFFORI,9.172861593,45.51074542
333,3361,20142,5,42,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA,9.179185797,45.42304429
334,29,20136,5,6,PORTA TICINESE - CONCA DEL NAVIGLIO,9.183034716,45.44753743
335,377,20121,1,1,DUOMO,9.179389454,45.4697482
336,477,20121,1,1,DUOMO,9.181755448,45.46759865
337,375,20121,1,2,BRERA,9.185040346,45.4693046
338,2560,20121,1,2,BRERA,9.183942039,45.47648767
339,5832,20154,8,69,SARPI,9.181352438,45.48595554
340,282,20141,5,37,MORIVIONE,9.191245686,45.43926743
341,11086,20136,5,5,PORTA VIGENTINA - PORTA LODOVICA,9.187472378,45.44922179
342,134,20136,5,5,PORTA VIGENTINA - PORTA LODOVICA,9.190615499,45.44916263
343,102,20122,1,1,DUOMO,9.192938818,45.45944399
344,29129,20154,9,9,PORTA GARIBALDI - PORTA NUOVA,9.193202667,45.48428795
345,3433,20159,9,12,MACIACHINI - MAGGIOLINA,9.195664767,45.5015403
346,120,20141,5,38,VIGENTINO - Q.RE FATIMA,9.204268202,45.43060362
347,4198,20125,2,12,MACIACHINI - MAGGIOLINA,9.200539095,45.49327379
348,28319,20141,5,38,VIGENTINO - Q.RE FATIMA,9.205555642,45.43272753
349,3432,20139,5,36,SCALO ROMANA,9.210946658,45.43677521
350,36319,20124,2,10,STAZIONE CENTRALE - PONTE SEVESO,9.206624093,45.48582193
351,28317,20125,2,10,STAZIONE CENTRALE - PONTE SEVESO,9.206134528,45.48969422
352,18305,20126,9,15,BICOCCA,9.206286562,45.51207512
353,3415,20162,9,14,NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI,9.21038704,45.52458261
354,422,20139,5,36,SCALO ROMANA,9.216698551,45.43580597
355,4172,20135,4,26,XXII MARZO,9.215945082,45.46047281
356,517,20129,3,21,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE,9.211780654,45.47755247
357,534,20129,3,21,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE,9.214879861,45.48093835
358,36718,20125,2,13,GRECO - SEGNANO,9.213169122,45.50139848
359,15901,20126,9,15,BICOCCA,9.214247343,45.52266471
360,4180,20139,4,35,LODI - CORVETTO,9.223822908,45.43722012
361,5417,20139,4,35,LODI - CORVETTO,9.223417096,45.44490058
362,174,20137,4,28,UMBRIA - MOLISE - CALVAIRATE,9.220664332,45.45608856
363,414,20129,3,21,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE,9.222923714,45.47106952
364,14288,20127,2,20,LORETO - CASORETTO - NOLO,9.222583863,45.49513174
365,154,20137,4,29,ORTOMERCATO,9.228699005,45.44993904
366,160,20133,3,22,CITTA' STUDI,9.224958344,45.46835021
367,3437,20133,3,22,CITTA' STUDI,9.225104308,45.47824837
368,3430,20131,3,22,CITTA' STUDI,9.225352826,45.48277323
369,4171,20133,3,22,CITTA' STUDI,9.235540184,45.47909574
370,515,20138,4,30,TALIEDO - MORSENCHIO - Q.RE FORLANINI,9.24138606,45.45652696
371,4228,20128,2,17,ADRIANO,9.240345804,45.51502087
372,165,20138,4,30,TALIEDO - MORSENCHIO - Q.RE FORLANINI,9.245111138,45.46040391
373,502,20134,3,23,LAMBRATE - ORTICA,9.250755511,45.4797392
374,4195,20138,4,31,MONLUE' - PONTE LAMBRO,9.262975617,45.44469506
375,3364,20138,4,31,MONLUE' - PONTE LAMBRO,9.263747585,45.44291542
376,6,20152,7,55,BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA,9.092578977,45.4590561
377,4223,20152,7,55,BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA,9.095127151,45.46503206
378,67,20152,7,56,FORZE ARMATE,9.103998783,45.45913022
379,10290,20153,7,88,PARCO BOSCO IN CITTA',9.101454905,45.47484756
380,5867,20156,8,72,MAGGIORE - MUSOCCO - CERTOSA,9.102482414,45.51273735
381,4184,20152,7,56,FORZE ARMATE,9.115187429,45.45655974
382,66,20147,6,53,LORENTEGGIO,9.121648322,45.45234123
383,5835,20151,7,60,STADIO - IPPODROMI,9.129979518,45.47669002
384,2962,20156,8,72,MAGGIORE - MUSOCCO - CERTOSA,9.128514965,45.5025214
385,41,20148,7,60,STADIO - IPPODROMI,9.135107833,45.47405018
386,40,20148,7,57,SAN SIRO,9.137232941,45.47204106
387,4176,20157,8,76,QUARTO OGGIARO - VIALBA - MUSOCCO,9.134916774,45.5077726
388,28,20142,6,48,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO,9.141667202,45.43464567
389,40960,20148,7,57,SAN SIRO,9.142645105,45.47219525
390,5831,20148,8,58,DE ANGELI - MONTE ROSA,9.143218381,45.47995647
391,4216,20149,8,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,9.142129151,45.49038154
392,4240,20157,8,76,QUARTO OGGIARO - VIALBA - MUSOCCO,9.140110575,45.50875152
393,4239,20157,8,76,QUARTO OGGIARO - VIALBA - MUSOCCO,9.145240459,45.50973173
394,3767,20146,6,52,BANDE NERE,9.150663595,45.45539943
395,273,20151,8,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,9.146251459,45.4918113
396,2174,20155,8,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,9.150788519,45.49428607
397,3404,20156,8,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,9.146293428,45.50135685
398,10686,20157,8,76,QUARTO OGGIARO - VIALBA - MUSOCCO,9.14804089,45.50968274
399,25113,20157,8,76,QUARTO OGGIARO - VIALBA - MUSOCCO,9.14874839,45.51332225
400,25,20142,6,46,BARONA,9.154492316,45.43170499
401,528,20146,6,49,GIAMBELLINO,9.153447057,45.45250468
402,21511,20144,6,50,PORTA GENOVA,9.156327162,45.45016897
403,405,20146,7,51,PORTA MAGENTA,9.153285492,45.46146978
404,393,20146,6,51,PORTA MAGENTA,9.153540602,45.45790455
405,29124,20149,8,59,TRE TORRI,9.153468682,45.47739325
406,5830,20145,8,59,TRE TORRI,9.158345013,45.47617016
407,17502,20155,8,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,9.15671704,45.4966022
408,109,20156,8,71,VILLAPIZZONE - CAGNOLA - BOLDINASCO,9.153007613,45.49966185
409,20,20142,6,46,BARONA,9.163469758,45.431655
410,3381,20145,8,68,PAGANO,9.160413305,45.47017973
411,427,20145,8,68,PAGANO,9.160674496,45.46999913
412,438,20145,8,68,PAGANO,9.16436283,45.47739325
413,28318,20154,8,69,SARPI,9.165319467,45.48732382
414,3420,20155,8,70,GHISOLFA,9.159709833,45.48989326
415,323,20161,9,82,COMASINA,9.164899001,45.526742
416,339,20142,5,41,GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE,9.168980149,45.41407562
417,24,20142,5,42,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA,9.17044905,45.43384091
418,3371,20142,6,45,MONCUCCO - SAN CRISTOFORO,9.167296763,45.44007376
419,4976,20143,6,44,PORTA TICINESE - CONCHETTA,9.171296056,45.44492435
420,536,20123,1,7,MAGENTA - S. VITTORE,9.170238077,45.46619904
421,445,20145,1,8,PARCO SEMPIONE,9.17204026,45.47480268
422,3391,20123,1,1,DUOMO,9.175917595,45.46361559
423,446,20154,1,8,PARCO SEMPIONE,9.174699462,45.47591682
424,28314,20158,9,79,DERGANO,9.173653311,45.50071986
425,2147,20161,9,80,AFFORI,9.175008489,45.50766106
426,2158,20142,5,40,RONCHETTO DELLE RANE,9.180814582,45.40273867
427,293,20142,5,41,GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE,9.180759074,45.41892526
428,399,20123,1,6,PORTA TICINESE - CONCA DEL NAVIGLIO,9.181964312,45.4559623
429,401,20123,1,1,DUOMO,9.183177258,45.45800149
430,2177,20159,9,11,ISOLA,9.185361014,45.49276662
431,325,20161,9,84,PARCO NORD,9.183346706,45.52522487
432,3379,20141,5,43,TIBALDI,9.187182515,45.43753508
433,286,20141,5,43,TIBALDI,9.187130101,45.44239669
434,29128,20124,9,11,ISOLA,9.191047745,45.48479169
435,4212,20159,9,12,MACIACHINI - MAGGIOLINA,9.188751751,45.49839255
436,34,20136,5,5,PORTA VIGENTINA - PORTA LODOVICA,9.193978139,45.44856363
437,7082,20122,1,1,DUOMO,9.194808763,45.46414963
438,511,20121,1,3,GIARDINI P.TA VENEZIA,9.197799481,45.47386956
439,4166,20124,2,10,STAZIONE CENTRALE - PONTE SEVESO,9.196799664,45.4794198
440,342,20124,2,11,ISOLA,9.197192148,45.48946118
441,312,20162,9,14,NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI,9.194006226,45.51562122
442,18306,20162,9,14,NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI,9.196724813,45.51506734
443,3389,20122,1,4,GUASTALLA,9.20583109,45.45987428
444,3367,20137,4,28,UMBRIA - MOLISE - CALVAIRATE,9.214142406,45.44643967
445,13085,20137,4,28,UMBRIA - MOLISE - CALVAIRATE,9.216517647,45.45013855
446,177,20129,4,26,XXII MARZO,9.216663741,45.46232067
447,2166,20127,2,20,LORETO - CASORETTO - NOLO,9.216188411,45.49325149
448,409,20139,4,35,LODI - CORVETTO,9.218563189,45.44385178
449,3366,20137,4,28,UMBRIA - MOLISE - CALVAIRATE,9.224039685,45.45102801
450,2961,20137,4,28,UMBRIA - MOLISE - CALVAIRATE,9.22255245,45.45687462
451,4203,20135,4,26,XXII MARZO,9.220479594,45.46177739
452,2959,20133,3,22,CITTA' STUDI,9.224378723,45.47797079
453,169,20137,4,29,ORTOMERCATO,9.228920347,45.45326275
454,411,20133,4,25,CORSICA,9.228201765,45.4623596
455,360,20133,3,22,CITTA' STUDI,9.227172877,45.47021068
456,5824,20133,3,22,CITTA' STUDI,9.22606205,45.47705222
457,499,20127,2,19,PADOVA - TURRO - CRESCENZAGO,9.225489571,45.4974515
458,503,20132,3,23,LAMBRATE - ORTICA,9.23721864,45.48604848
459,18709,20132,3,18,CIMIANO - ROTTOLE - Q.RE FELTRE,9.237713678,45.4909494
460,497,20132,3,18,CIMIANO - ROTTOLE - Q.RE FELTRE,9.244865181,45.50002669
461,291,20138,4,32,TRIULZO SUPERIORE,9.2512864,45.42740019
462,346,20138,4,30,TALIEDO - MORSENCHIO - Q.RE FORLANINI,9.253421201,45.44861023
463,350,20134,4,24,PARCO FORLANINI - CAVRIANO,9.261756868,45.46558824
464,349,20134,4,24,PARCO FORLANINI - CAVRIANO,9.264883211,45.46472131
465,7,20152,7,55,BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA,9.080758697,45.45301726
466,3413,20153,7,55,BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA,9.079662238,45.46582445
467,5868,20153,7,63,FIGINO,9.077580127,45.49152407
468,63,20151,8,64,TRENNO,9.099538889,45.49062841
469,5407,20152,6,53,LORENTEGGIO,9.104075763,45.45100463
470,4241,20152,7,88,PARCO BOSCO IN CITTA',9.102234525,45.46311825
471,3414,20153,7,61,QUARTO CAGNINO,9.106527424,45.47117143
472,56,20151,7,88,PARCO BOSCO IN CITTA',9.106826323,45.48128426
473,62,20151,7,88,PARCO BOSCO IN CITTA',9.103498037,45.48762327
474,3422,20151,8,65,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO,9.105680192,45.49921868
475,5845,20152,7,56,FORZE ARMATE,9.110528832,45.45658903
476,57,20151,7,88,PARCO BOSCO IN CITTA',9.107170813,45.48267991
477,4220,20151,8,65,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO,9.107254633,45.49525577
478,4177,20153,7,60,STADIO - IPPODROMI,9.118482573,45.4757409
479,64,20151,8,65,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO,9.115078369,45.49089288
480,3764,20147,6,53,LORENTEGGIO,9.132676895,45.45325138
481,332,20157,8,76,QUARTO OGGIARO - VIALBA - MUSOCCO,9.132202882,45.51026537
482,43,20148,7,60,STADIO - IPPODROMI,9.133283749,45.47541483
483,302,20148,8,66,QT 8,9.137807317,45.48832948
484,31116,20157,8,76,QUARTO OGGIARO - VIALBA - MUSOCCO,9.137882474,45.51164403
485,3427,20157,8,76,QUARTO OGGIARO - VIALBA - MUSOCCO,9.135637936,45.51645994
486,27,20142,6,48,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO,9.141457048,45.43630162
487,114,20143,6,48,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO,9.139689126,45.44406299
488,41605,20146,6,49,GIAMBELLINO,9.141899102,45.4516582
489,3401,20157,8,76,QUARTO OGGIARO - VIALBA - MUSOCCO,9.145552012,45.50743033
490,424,20157,8,76,QUARTO OGGIARO - VIALBA - MUSOCCO,9.144800686,45.51539011
491,10286,20143,6,48,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO,9.148000921,45.44073738
492,443,20149,7,58,DE ANGELI - MONTE ROSA,9.148861821,45.47289288
493,4185,20157,9,81,BOVISASCA,9.152469528,45.51448338
494,425,20161,9,81,BOVISASCA,9.152705564,45.51994455
495,3397,20142,6,46,BARONA,9.154804302,45.43512981
496,512,20146,6,51,PORTA MAGENTA,9.155107236,45.45632326
497,3436,20144,7,51,PORTA MAGENTA,9.157611253,45.46201553
498,428,20149,8,67,PORTELLO,9.15678645,45.48726254
499,29119,20143,6,45,MONCUCCO - SAN CRISTOFORO,9.16364562,45.44078824
500,22312,20144,7,51,PORTA MAGENTA,9.160032499,45.45945917
501,388,20123,1,7,MAGENTA - S. VITTORE,9.165111285,45.46628264
502,3405,20155,8,70,GHISOLFA,9.162172459,45.49024069
503,147,20158,9,77,BOVISA,9.164917165,45.5023852
504,945,20142,5,42,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA,9.168494145,45.42498599
505,946,20142,5,42,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA,9.166389003,45.42563986
506,5821,20143,6,44,PORTA TICINESE - CONCHETTA,9.171440972,45.44914372
507,395,20144,6,50,PORTA GENOVA,9.167225883,45.45832242
508,439,20145,1,68,PAGANO,9.169569046,45.47563385
509,430,20154,8,69,SARPI,9.166840451,45.48739814
510,431,20154,8,70,GHISOLFA,9.170537975,45.48938149
511,4175,20158,9,79,DERGANO,9.171611142,45.50612854
512,131,20161,9,80,AFFORI,9.166162774,45.5157627
513,5839,20142,5,41,GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE,9.172599074,45.40771217
514,14698,20121,1,8,PARCO SEMPIONE,9.175565276,45.47136404
515,15499,20158,9,78,FARINI,9.173559964,45.49480571
516,141,20158,9,79,DERGANO,9.176776425,45.49833283
517,111,20158,9,79,DERGANO,9.177349816,45.50261529
518,143,20158,9,79,DERGANO,9.178668476,45.49886926
519,398,20123,5,6,PORTA TICINESE - CONCA DEL NAVIGLIO,9.179258845,45.45212936
520,137,20136,5,6,PORTA TICINESE - CONCA DEL NAVIGLIO,9.182820841,45.44913579
521,151,20121,1,2,BRERA,9.183005688,45.4714096
522,472,20154,8,69,SARPI,9.179609633,45.48454543
523,317,20161,9,80,AFFORI,9.180806598,45.50692786
524,3380,20141,5,43,TIBALDI,9.187280123,45.43780206
525,283,20141,5,37,MORIVIONE,9.187972801,45.43987536
526,285,20136,5,5,PORTA VIGENTINA - PORTA LODOVICA,9.19086864,45.44646892
527,149,20124,1,2,BRERA,9.190271738,45.48034322
528,2175,20124,9,11,ISOLA,9.19093372,45.48914032
529,3443,20141,5,38,VIGENTINO - Q.RE FATIMA,9.196182801,45.42975497
530,289,20136,5,5,PORTA VIGENTINA - PORTA LODOVICA,9.192067448,45.44785253
531,33,20135,5,27,PTA ROMANA,9.197887492,45.44852848
532,14297,20122,1,5,PORTA VIGENTINA - PORTA LODOVICA,9.197396562,45.45428333
533,139,20159,9,12,MACIACHINI - MAGGIOLINA,9.196149829,45.50122502
534,18307,20162,9,14,NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI,9.197426781,45.51466212
535,133,20141,5,37,MORIVIONE,9.19842263,45.43732036
536,4196,20139,5,36,SCALO ROMANA,9.202797776,45.44313793
537,14298,20121,1,3,GIARDINI P.TA VENEZIA,9.20112685,45.47346622
538,359,20125,2,10,STAZIONE CENTRALE - PONTE SEVESO,9.202600327,45.48516636
539,3768,20124,2,12,MACIACHINI - MAGGIOLINA,9.198840162,45.4916262
540,4250,20162,9,14,NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI,9.199717451,45.50561237
541,524,20141,5,38,VIGENTINO - Q.RE FATIMA,9.205381855,45.4278673
542,123,20141,5,38,VIGENTINO - Q.RE FATIMA,9.208998932,45.42755639
543,4243,20129,3,21,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE,9.211095825,45.46832049
544,2958,20124,2,10,STAZIONE CENTRALE - PONTE SEVESO,9.210860613,45.48696217
545,28316,20125,2,10,STAZIONE CENTRALE - PONTE SEVESO,9.206691197,45.49007188
546,4235,20135,4,26,XXII MARZO,9.216462882,45.45945692
547,2960,20139,4,35,LODI - CORVETTO,9.221964124,45.44309046
548,3441,20137,4,28,UMBRIA - MOLISE - CALVAIRATE,9.220100876,45.45717066
549,41920,20135,4,28,UMBRIA - MOLISE - CALVAIRATE,9.221500465,45.45882352
550,178,20129,4,26,XXII MARZO,9.220745131,45.46294734
551,413,20129,3,21,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE,9.219356059,45.47110711
552,10687,20126,2,16,GORLA - PRECOTTO,9.220349799,45.50560448
553,322,20126,2,16,GORLA - PRECOTTO,9.219653168,45.51354792
554,4218,20126,2,16,GORLA - PRECOTTO,9.224601008,45.51381708
555,4224,20139,4,35,LODI - CORVETTO,9.228393178,45.44447358
556,41609,20137,4,29,ORTOMERCATO,9.228253636,45.44821395
557,4245,20133,4,25,CORSICA,9.225671929,45.46305277
558,4244,20133,4,25,CORSICA,9.225885437,45.46305097
559,156,20133,4,25,CORSICA,9.230011518,45.46747348
560,42240,20131,3,22,CITTA' STUDI,9.230106915,45.48260153
561,5389,20128,2,16,GORLA - PRECOTTO,9.228897651,45.51343794
562,14290,20127,2,19,PADOVA - TURRO - CRESCENZAGO,9.232131354,45.50199682
563,3390,20128,2,16,GORLA - PRECOTTO,9.235532302,45.50987466
564,4169,20128,2,16,GORLA - PRECOTTO,9.232787441,45.5145055
565,16,20139,5,34,CHIARAVALLE,9.239553359,45.4173955
566,340,20134,3,23,LAMBRATE - ORTICA,9.241253833,45.47080288
567,489,20134,3,23,LAMBRATE - ORTICA,9.241217707,45.48604183
568,10688,20128,2,17,ADRIANO,9.240194035,45.51734292
569,408,20138,4,30,TALIEDO - MORSENCHIO - Q.RE FORLANINI,9.250296489,45.44743718
570,28323,20134,3,18,CIMIANO - ROTTOLE - Q.RE FELTRE,9.246010918,45.48807764
571,10288,20138,4,30,TALIEDO - MORSENCHIO - Q.RE FORLANINI,9.251657127,45.44824272
572,3429,20152,7,54,MUGGIANO,9.06789194,45.45208438
573,2,20153,7,63,FIGINO,9.073880792,45.49325387
