Age group,Applicant type,Domicile,Gender,Reference point,Status,Year,Applicants
35 and over,Main scheme,Not EU,All,JCQ+3,Placed (Clearing),2015,10
35 and over,Main scheme,Not EU,All,JCQ+4,Placed (Clearing),2015,10
35 and over,Main scheme,Not EU,All,JCQ+5,Placed (Clearing),2015,10
35 and over,Main scheme,Not EU,All,JCQ+6,Placed (Clearing),2015,10
35 and over,Main scheme,Not EU,All,JCQ+8,Placed (Clearing),2015,10
35 and over,Main scheme,Not EU,All,JCQ+1,Placed (Firm),2015,110
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Placed (Firm),2015,100
35 and over,Main scheme,Not EU,All,JCQ+2,Placed (Firm),2015,110
35 and over,Main scheme,Not EU,All,JCQ+3,Placed (Firm),2015,110
35 and over,Main scheme,Not EU,All,JCQ+4,Placed (Firm),2015,110
35 and over,Main scheme,Not EU,All,JCQ+5,Placed (Firm),2015,110
35 and over,Main scheme,Not EU,All,JCQ+6,Placed (Firm),2015,110
35 and over,Main scheme,Not EU,All,JCQ+8,Placed (Firm),2015,110
35 and over,Main scheme,Not EU,All,SQA results day,Placed (Firm),2015,100
35 and over,Main scheme,Not EU,All,JCQ+1,Placed (Other),2015,20
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Placed (Other),2015,20
35 and over,Main scheme,Not EU,All,JCQ+2,Placed (Other),2015,20
35 and over,Main scheme,Not EU,All,JCQ+3,Placed (Other),2015,20
35 and over,Main scheme,Not EU,All,JCQ+4,Placed (Other),2015,20
35 and over,Main scheme,Not EU,All,JCQ+5,Placed (Other),2015,20
35 and over,Main scheme,Not EU,All,JCQ+6,Placed (Other),2015,20
35 and over,Main scheme,Not EU,All,JCQ+8,Placed (Other),2015,20
35 and over,Main scheme,Not EU,All,SQA results day,Placed (Other),2015,20
35 and over,Main scheme,Not EU,All,JCQ+1,All,2016,500
35 and over,Main scheme,Not EU,All,1 day after SQA results day,All,2016,500
35 and over,Main scheme,Not EU,All,JCQ+2,All,2016,500
35 and over,Main scheme,Not EU,All,JCQ+3,All,2016,500
35 and over,Main scheme,Not EU,All,JCQ+4,All,2016,500
35 and over,Main scheme,Not EU,All,JCQ+5,All,2016,500
35 and over,Main scheme,Not EU,All,JCQ+6,All,2016,500
35 and over,Main scheme,Not EU,All,SQA results day,All,2016,500
35 and over,Main scheme,Not EU,All,JCQ+1,Free to be placed in Clearing,2016,310
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Free to be placed in Clearing,2016,310
35 and over,Main scheme,Not EU,All,JCQ+2,Free to be placed in Clearing,2016,310
35 and over,Main scheme,Not EU,All,JCQ+3,Free to be placed in Clearing,2016,310
35 and over,Main scheme,Not EU,All,JCQ+4,Free to be placed in Clearing,2016,310
35 and over,Main scheme,Not EU,All,JCQ+5,Free to be placed in Clearing,2016,310
35 and over,Main scheme,Not EU,All,JCQ+6,Free to be placed in Clearing,2016,310
35 and over,Main scheme,Not EU,All,JCQ+8,Free to be placed in Clearing,2016,310
35 and over,Main scheme,Not EU,All,SQA results day,Free to be placed in Clearing,2016,310
35 and over,Main scheme,Not EU,All,JCQ+1,Holding offer,2016,70
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Holding offer,2016,80
35 and over,Main scheme,Not EU,All,JCQ+2,Holding offer,2016,70
35 and over,Main scheme,Not EU,All,JCQ+3,Holding offer,2016,70
35 and over,Main scheme,Not EU,All,JCQ+4,Holding offer,2016,70
35 and over,Main scheme,Not EU,All,JCQ+5,Holding offer,2016,70
35 and over,Main scheme,Not EU,All,JCQ+6,Holding offer,2016,70
35 and over,Main scheme,Not EU,All,JCQ+8,Holding offer,2016,70
35 and over,Main scheme,Not EU,All,SQA results day,Holding offer,2016,80
35 and over,Main scheme,Not EU,All,JCQ+8,Placed (Clearing),2016,10
35 and over,Main scheme,Not EU,All,JCQ+1,Placed (Firm),2016,90
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Placed (Firm),2016,80
35 and over,Main scheme,Not EU,All,JCQ+2,Placed (Firm),2016,90
35 and over,Main scheme,Not EU,All,JCQ+3,Placed (Firm),2016,90
35 and over,Main scheme,Not EU,All,JCQ+4,Placed (Firm),2016,90
35 and over,Main scheme,Not EU,All,JCQ+5,Placed (Firm),2016,90
35 and over,Main scheme,Not EU,All,JCQ+6,Placed (Firm),2016,90
35 and over,Main scheme,Not EU,All,JCQ+8,Placed (Firm),2016,90
35 and over,Main scheme,Not EU,All,SQA results day,Placed (Firm),2016,80
35 and over,Main scheme,Not EU,All,JCQ+1,Placed (Other),2016,30
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Placed (Other),2016,30
35 and over,Main scheme,Not EU,All,JCQ+2,Placed (Other),2016,30
35 and over,Main scheme,Not EU,All,JCQ+3,Placed (Other),2016,30
35 and over,Main scheme,Not EU,All,JCQ+4,Placed (Other),2016,30
35 and over,Main scheme,Not EU,All,JCQ+5,Placed (Other),2016,30
35 and over,Main scheme,Not EU,All,JCQ+6,Placed (Other),2016,30
35 and over,Main scheme,Not EU,All,JCQ+8,Placed (Other),2016,30
35 and over,Main scheme,Not EU,All,SQA results day,Placed (Other),2016,30
35 and over,Main scheme,Not EU,All,JCQ+1,All,2017,480
35 and over,Main scheme,Not EU,All,1 day after SQA results day,All,2017,480
35 and over,Main scheme,Not EU,All,JCQ+2,All,2017,480
35 and over,Main scheme,Not EU,All,JCQ+3,All,2017,480
35 and over,Main scheme,Not EU,All,JCQ+4,All,2017,480
35 and over,Main scheme,Not EU,All,JCQ+5,All,2017,480
35 and over,Main scheme,Not EU,All,JCQ+6,All,2017,480
35 and over,Main scheme,Not EU,All,SQA results day,All,2017,480
35 and over,Main scheme,Not EU,All,JCQ+1,Free to be placed in Clearing,2017,280
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Free to be placed in Clearing,2017,280
35 and over,Main scheme,Not EU,All,JCQ+2,Free to be placed in Clearing,2017,280
35 and over,Main scheme,Not EU,All,JCQ+3,Free to be placed in Clearing,2017,280
35 and over,Main scheme,Not EU,All,JCQ+4,Free to be placed in Clearing,2017,280
35 and over,Main scheme,Not EU,All,JCQ+5,Free to be placed in Clearing,2017,280
35 and over,Main scheme,Not EU,All,JCQ+6,Free to be placed in Clearing,2017,280
35 and over,Main scheme,Not EU,All,JCQ+8,Free to be placed in Clearing,2017,280
35 and over,Main scheme,Not EU,All,SQA results day,Free to be placed in Clearing,2017,280
35 and over,Main scheme,Not EU,All,JCQ+1,Holding offer,2017,70
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Holding offer,2017,80
35 and over,Main scheme,Not EU,All,JCQ+2,Holding offer,2017,60
35 and over,Main scheme,Not EU,All,JCQ+3,Holding offer,2017,60
35 and over,Main scheme,Not EU,All,JCQ+4,Holding offer,2017,60
35 and over,Main scheme,Not EU,All,JCQ+5,Holding offer,2017,60
35 and over,Main scheme,Not EU,All,JCQ+6,Holding offer,2017,60
35 and over,Main scheme,Not EU,All,JCQ+8,Holding offer,2017,60
35 and over,Main scheme,Not EU,All,SQA results day,Holding offer,2017,80
35 and over,Main scheme,Not EU,All,JCQ+1,Placed (Firm),2017,100
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Placed (Firm),2017,100
35 and over,Main scheme,Not EU,All,JCQ+2,Placed (Firm),2017,100
35 and over,Main scheme,Not EU,All,JCQ+3,Placed (Firm),2017,100
35 and over,Main scheme,Not EU,All,JCQ+4,Placed (Firm),2017,100
35 and over,Main scheme,Not EU,All,JCQ+5,Placed (Firm),2017,100
35 and over,Main scheme,Not EU,All,JCQ+6,Placed (Firm),2017,100
35 and over,Main scheme,Not EU,All,JCQ+8,Placed (Firm),2017,110
35 and over,Main scheme,Not EU,All,SQA results day,Placed (Firm),2017,100
35 and over,Main scheme,Not EU,All,JCQ+1,Placed (Other),2017,30
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Placed (Other),2017,30
35 and over,Main scheme,Not EU,All,JCQ+2,Placed (Other),2017,30
35 and over,Main scheme,Not EU,All,JCQ+3,Placed (Other),2017,30
35 and over,Main scheme,Not EU,All,JCQ+4,Placed (Other),2017,30
35 and over,Main scheme,Not EU,All,JCQ+5,Placed (Other),2017,30
35 and over,Main scheme,Not EU,All,JCQ+6,Placed (Other),2017,40
35 and over,Main scheme,Not EU,All,JCQ+8,Placed (Other),2017,40
35 and over,Main scheme,Not EU,All,SQA results day,Placed (Other),2017,30
35 and over,Main scheme,Not EU,All,JCQ+1,All,2018,530
35 and over,Main scheme,Not EU,All,1 day after SQA results day,All,2018,530
35 and over,Main scheme,Not EU,All,JCQ+2,All,2018,530
35 and over,Main scheme,Not EU,All,JCQ+3,All,2018,530
35 and over,Main scheme,Not EU,All,JCQ+4,All,2018,530
35 and over,Main scheme,Not EU,All,JCQ+5,All,2018,530
35 and over,Main scheme,Not EU,All,SQA results day,All,2018,530
35 and over,Main scheme,Not EU,All,JCQ+1,Free to be placed in Clearing,2018,310
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Free to be placed in Clearing,2018,310
35 and over,Main scheme,Not EU,All,JCQ+2,Free to be placed in Clearing,2018,310
35 and over,Main scheme,Not EU,All,JCQ+3,Free to be placed in Clearing,2018,310
35 and over,Main scheme,Not EU,All,JCQ+4,Free to be placed in Clearing,2018,310
35 and over,Main scheme,Not EU,All,JCQ+5,Free to be placed in Clearing,2018,310
35 and over,Main scheme,Not EU,All,JCQ+8,Free to be placed in Clearing,2018,310
35 and over,Main scheme,Not EU,All,SQA results day,Free to be placed in Clearing,2018,310
35 and over,Main scheme,Not EU,All,JCQ+1,Holding offer,2018,90
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Holding offer,2018,100
35 and over,Main scheme,Not EU,All,JCQ+2,Holding offer,2018,90
35 and over,Main scheme,Not EU,All,JCQ+3,Holding offer,2018,90
35 and over,Main scheme,Not EU,All,JCQ+4,Holding offer,2018,90
35 and over,Main scheme,Not EU,All,JCQ+5,Holding offer,2018,90
35 and over,Main scheme,Not EU,All,JCQ+8,Holding offer,2018,80
35 and over,Main scheme,Not EU,All,SQA results day,Holding offer,2018,100
35 and over,Main scheme,Not EU,All,JCQ+8,Placed (Clearing),2018,10
35 and over,Main scheme,Not EU,All,JCQ+1,Placed (Firm),2018,110
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Placed (Firm),2018,100
35 and over,Main scheme,Not EU,All,JCQ+2,Placed (Firm),2018,110
35 and over,Main scheme,Not EU,All,JCQ+3,Placed (Firm),2018,110
35 and over,Main scheme,Not EU,All,JCQ+4,Placed (Firm),2018,110
35 and over,Main scheme,Not EU,All,JCQ+5,Placed (Firm),2018,110
35 and over,Main scheme,Not EU,All,JCQ+8,Placed (Firm),2018,110
35 and over,Main scheme,Not EU,All,SQA results day,Placed (Firm),2018,100
35 and over,Main scheme,Not EU,All,JCQ+1,Placed (Other),2018,30
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Placed (Other),2018,20
35 and over,Main scheme,Not EU,All,JCQ+2,Placed (Other),2018,30
35 and over,Main scheme,Not EU,All,JCQ+3,Placed (Other),2018,30
35 and over,Main scheme,Not EU,All,JCQ+4,Placed (Other),2018,30
35 and over,Main scheme,Not EU,All,JCQ+5,Placed (Other),2018,30
35 and over,Main scheme,Not EU,All,JCQ+8,Placed (Other),2018,30
35 and over,Main scheme,Not EU,All,SQA results day,Placed (Other),2018,20
35 and over,Main scheme,Not EU,All,JCQ+1,All,2019,630
35 and over,Main scheme,Not EU,All,1 day after SQA results day,All,2019,640
35 and over,Main scheme,Not EU,All,JCQ+2,All,2019,630
35 and over,Main scheme,Not EU,All,JCQ+3,All,2019,630
35 and over,Main scheme,Not EU,All,JCQ+4,All,2019,630
35 and over,Main scheme,Not EU,All,JCQ+5,All,2019,630
35 and over,Main scheme,Not EU,All,SQA results day,All,2019,640
35 and over,Main scheme,Not EU,All,JCQ+1,Free to be placed in Clearing,2019,350
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Free to be placed in Clearing,2019,350
35 and over,Main scheme,Not EU,All,JCQ+2,Free to be placed in Clearing,2019,360
35 and over,Main scheme,Not EU,All,JCQ+3,Free to be placed in Clearing,2019,360
35 and over,Main scheme,Not EU,All,JCQ+4,Free to be placed in Clearing,2019,360
35 and over,Main scheme,Not EU,All,JCQ+5,Free to be placed in Clearing,2019,360
35 and over,Main scheme,Not EU,All,JCQ+8,Free to be placed in Clearing,2019,360
35 and over,Main scheme,Not EU,All,SQA results day,Free to be placed in Clearing,2019,350
35 and over,Main scheme,Not EU,All,JCQ+1,Holding offer,2019,110
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Holding offer,2019,130
35 and over,Main scheme,Not EU,All,JCQ+2,Holding offer,2019,110
35 and over,Main scheme,Not EU,All,JCQ+3,Holding offer,2019,110
35 and over,Main scheme,Not EU,All,JCQ+4,Holding offer,2019,110
35 and over,Main scheme,Not EU,All,JCQ+5,Holding offer,2019,110
35 and over,Main scheme,Not EU,All,JCQ+8,Holding offer,2019,100
35 and over,Main scheme,Not EU,All,SQA results day,Holding offer,2019,130
35 and over,Main scheme,Not EU,All,JCQ+1,Placed (Clearing),2019,10
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Placed (Clearing),2019,10
35 and over,Main scheme,Not EU,All,JCQ+2,Placed (Clearing),2019,10
35 and over,Main scheme,Not EU,All,JCQ+3,Placed (Clearing),2019,10
35 and over,Main scheme,Not EU,All,JCQ+4,Placed (Clearing),2019,10
35 and over,Main scheme,Not EU,All,JCQ+5,Placed (Clearing),2019,10
35 and over,Main scheme,Not EU,All,JCQ+8,Placed (Clearing),2019,10
35 and over,Main scheme,Not EU,All,SQA results day,Placed (Clearing),2019,10
35 and over,Main scheme,Not EU,All,JCQ+1,Placed (Firm),2019,120
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Placed (Firm),2019,120
35 and over,Main scheme,Not EU,All,JCQ+2,Placed (Firm),2019,120
35 and over,Main scheme,Not EU,All,JCQ+3,Placed (Firm),2019,120
35 and over,Main scheme,Not EU,All,JCQ+4,Placed (Firm),2019,120
35 and over,Main scheme,Not EU,All,JCQ+5,Placed (Firm),2019,130
35 and over,Main scheme,Not EU,All,JCQ+8,Placed (Firm),2019,130
35 and over,Main scheme,Not EU,All,SQA results day,Placed (Firm),2019,120
35 and over,Main scheme,Not EU,All,JCQ+1,Placed (Other),2019,40
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Placed (Other),2019,40
35 and over,Main scheme,Not EU,All,JCQ+2,Placed (Other),2019,40
35 and over,Main scheme,Not EU,All,JCQ+3,Placed (Other),2019,40
35 and over,Main scheme,Not EU,All,JCQ+4,Placed (Other),2019,40
35 and over,Main scheme,Not EU,All,JCQ+5,Placed (Other),2019,40
35 and over,Main scheme,Not EU,All,JCQ+8,Placed (Other),2019,40
35 and over,Main scheme,Not EU,All,SQA results day,Placed (Other),2019,40
35 and over,Main scheme,Not EU,All,JCQ+1,All,2020,790
35 and over,Main scheme,Not EU,All,1 day after SQA results day,All,2020,790
35 and over,Main scheme,Not EU,All,JCQ+2,All,2020,790
35 and over,Main scheme,Not EU,All,JCQ+3,All,2020,790
35 and over,Main scheme,Not EU,All,JCQ+4,All,2020,790
35 and over,Main scheme,Not EU,All,JCQ+5,All,2020,790
35 and over,Main scheme,Not EU,All,SQA results day,All,2020,790
35 and over,Main scheme,Not EU,All,JCQ+1,Free to be placed in Clearing,2020,420
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Free to be placed in Clearing,2020,410
35 and over,Main scheme,Not EU,All,JCQ+2,Free to be placed in Clearing,2020,420
35 and over,Main scheme,Not EU,All,JCQ+3,Free to be placed in Clearing,2020,420
35 and over,Main scheme,Not EU,All,JCQ+4,Free to be placed in Clearing,2020,420
35 and over,Main scheme,Not EU,All,JCQ+5,Free to be placed in Clearing,2020,420
35 and over,Main scheme,Not EU,All,JCQ+8,Free to be placed in Clearing,2020,420
35 and over,Main scheme,Not EU,All,SQA results day,Free to be placed in Clearing,2020,410
35 and over,Main scheme,Not EU,All,JCQ+1,Holding offer,2020,170
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Holding offer,2020,190
35 and over,Main scheme,Not EU,All,JCQ+2,Holding offer,2020,170
35 and over,Main scheme,Not EU,All,JCQ+3,Holding offer,2020,170
35 and over,Main scheme,Not EU,All,JCQ+4,Holding offer,2020,160
35 and over,Main scheme,Not EU,All,JCQ+5,Holding offer,2020,160
35 and over,Main scheme,Not EU,All,JCQ+8,Holding offer,2020,150
35 and over,Main scheme,Not EU,All,SQA results day,Holding offer,2020,190
35 and over,Main scheme,Not EU,All,JCQ+2,Placed (Clearing),2020,10
35 and over,Main scheme,Not EU,All,JCQ+3,Placed (Clearing),2020,10
35 and over,Main scheme,Not EU,All,JCQ+4,Placed (Clearing),2020,10
35 and over,Main scheme,Not EU,All,JCQ+5,Placed (Clearing),2020,10
35 and over,Main scheme,Not EU,All,JCQ+8,Placed (Clearing),2020,10
35 and over,Main scheme,Not EU,All,JCQ+1,Placed (Firm),2020,160
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Placed (Firm),2020,150
35 and over,Main scheme,Not EU,All,JCQ+2,Placed (Firm),2020,160
35 and over,Main scheme,Not EU,All,JCQ+3,Placed (Firm),2020,170
35 and over,Main scheme,Not EU,All,JCQ+4,Placed (Firm),2020,170
35 and over,Main scheme,Not EU,All,JCQ+5,Placed (Firm),2020,170
35 and over,Main scheme,Not EU,All,JCQ+8,Placed (Firm),2020,170
35 and over,Main scheme,Not EU,All,SQA results day,Placed (Firm),2020,150
35 and over,Main scheme,Not EU,All,JCQ+1,Placed (Other),2020,30
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Placed (Other),2020,30
35 and over,Main scheme,Not EU,All,JCQ+2,Placed (Other),2020,30
35 and over,Main scheme,Not EU,All,JCQ+3,Placed (Other),2020,30
35 and over,Main scheme,Not EU,All,JCQ+4,Placed (Other),2020,30
35 and over,Main scheme,Not EU,All,JCQ+5,Placed (Other),2020,30
35 and over,Main scheme,Not EU,All,JCQ+8,Placed (Other),2020,30
35 and over,Main scheme,Not EU,All,SQA results day,Placed (Other),2020,30
35 and over,Main scheme,Not EU,All,JCQ+1,All,2021,1240
35 and over,Main scheme,Not EU,All,1 day after SQA results day,All,2021,1240
35 and over,Main scheme,Not EU,All,JCQ+2,All,2021,1240
35 and over,Main scheme,Not EU,All,JCQ+3,All,2021,1240
35 and over,Main scheme,Not EU,All,JCQ+4,All,2021,1240
35 and over,Main scheme,Not EU,All,JCQ+5,All,2021,1240
35 and over,Main scheme,Not EU,All,SQA results day,All,2021,1240
35 and over,Main scheme,Not EU,All,JCQ+1,Free to be placed in Clearing,2021,750
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Free to be placed in Clearing,2021,750
35 and over,Main scheme,Not EU,All,JCQ+2,Free to be placed in Clearing,2021,750
35 and over,Main scheme,Not EU,All,JCQ+3,Free to be placed in Clearing,2021,740
35 and over,Main scheme,Not EU,All,JCQ+4,Free to be placed in Clearing,2021,750
35 and over,Main scheme,Not EU,All,JCQ+5,Free to be placed in Clearing,2021,750
35 and over,Main scheme,Not EU,All,JCQ+8,Free to be placed in Clearing,2021,750
35 and over,Main scheme,Not EU,All,SQA results day,Free to be placed in Clearing,2021,750
35 and over,Main scheme,Not EU,All,JCQ+1,Holding offer,2021,240
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Holding offer,2021,240
35 and over,Main scheme,Not EU,All,JCQ+2,Holding offer,2021,230
35 and over,Main scheme,Not EU,All,JCQ+3,Holding offer,2021,230
35 and over,Main scheme,Not EU,All,JCQ+4,Holding offer,2021,220
35 and over,Main scheme,Not EU,All,JCQ+5,Holding offer,2021,220
35 and over,Main scheme,Not EU,All,JCQ+8,Holding offer,2021,220
35 and over,Main scheme,Not EU,All,SQA results day,Holding offer,2021,240
35 and over,Main scheme,Not EU,All,JCQ+1,Placed (Clearing),2021,10
35 and over,Main scheme,Not EU,All,1 day after SQA results day,Placed (Clearing),2021,10
35 and over,Main scheme,Not EU,All,JCQ+2,Placed (Clearing),2021,10
35 and over,Main scheme,Not EU,All,JCQ+3,Placed (Clearing),2021,10
