Area,Element,Item,Year,Unit,Value,Flag,Flag Description
World,Area harvested,"Brazil nuts, with shell",1993,ha,2900,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",1994,ha,3500,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",1995,ha,3850,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",1996,ha,3100,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",1997,ha,3100,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",1998,ha,3850,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",1999,ha,8500,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",2000,ha,7800,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",2001,ha,8000,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",2002,ha,8200,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",2003,ha,9000,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",2004,ha,9300,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",2005,ha,9500,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",2006,ha,10800,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",2007,ha,11500,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",2008,ha,12000,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",2009,ha,12000,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",2010,ha,11500,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",2011,ha,11500,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",2012,ha,11300,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",2013,ha,11300,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",2014,ha,11300,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",2015,ha,11462,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",2016,ha,11881,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",2017,ha,11851,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",2018,ha,11951,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Brazil nuts, with shell",2019,ha,12052,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Yield,"Brazil nuts, with shell",1961,hg/ha,329872,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1962,hg/ha,296606,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1963,hg/ha,408225,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1964,hg/ha,300294,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1965,hg/ha,303106,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1966,hg/ha,413175,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1967,hg/ha,314876,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1968,hg/ha,479415,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1969,hg/ha,361579,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1970,hg/ha,692159,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1971,hg/ha,497818,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1972,hg/ha,685176,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1973,hg/ha,473659,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1974,hg/ha,368428,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1975,hg/ha,488511,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1976,hg/ha,615969,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1977,hg/ha,531614,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1978,hg/ha,448312,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1979,hg/ha,475585,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1980,hg/ha,481634,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1981,hg/ha,395508,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1982,hg/ha,353547,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1983,hg/ha,441168,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1984,hg/ha,338488,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1985,hg/ha,154756,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1986,hg/ha,125290,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1987,hg/ha,85245,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1988,hg/ha,102114,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1989,hg/ha,76523,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1990,hg/ha,252560,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1991,hg/ha,173350,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1992,hg/ha,150671,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1993,hg/ha,157197,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1994,hg/ha,162591,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1995,hg/ha,148774,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1996,hg/ha,131629,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1997,hg/ha,152535,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1998,hg/ha,105743,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",1999,hg/ha,72654,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",2000,hg/ha,74271,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",2001,hg/ha,67249,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",2002,hg/ha,65256,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",2003,hg/ha,59760,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",2004,hg/ha,59106,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",2005,hg/ha,67179,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",2006,hg/ha,58695,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",2007,hg/ha,57791,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",2008,hg/ha,56025,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",2009,hg/ha,62272,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",2010,hg/ha,65902,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",2011,hg/ha,66223,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",2012,hg/ha,64556,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",2013,hg/ha,65696,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",2014,hg/ha,68235,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",2015,hg/ha,69148,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",2016,hg/ha,62979,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",2017,hg/ha,46155,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",2018,hg/ha,62352,Fc,Calculated data
World,Yield,"Brazil nuts, with shell",2019,hg/ha,58294,Fc,Calculated data
World,Production,"Brazil nuts, with shell",1961,tonnes,59377,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1962,tonnes,53389,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1963,tonnes,48987,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1964,tonnes,54053,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1965,tonnes,51528,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1966,tonnes,66108,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1967,tonnes,45657,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1968,tonnes,62324,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1969,tonnes,50621,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1970,tonnes,117667,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1971,tonnes,82140,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1972,tonnes,85647,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1973,tonnes,63944,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1974,tonnes,50843,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1975,tonnes,67903,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1976,tonnes,80076,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1977,tonnes,70173,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1978,tonnes,56039,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1979,tonnes,56119,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1980,tonnes,53943,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1981,tonnes,51416,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1982,tonnes,52325,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1983,tonnes,68381,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1984,tonnes,56866,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1985,tonnes,63450,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1986,tonnes,63898,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1987,tonnes,60524,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1988,tonnes,52078,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1989,tonnes,49740,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1990,tonnes,75768,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1991,tonnes,55472,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1992,tonnes,45367,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1993,tonnes,45587,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1994,tonnes,56907,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1995,tonnes,57278,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1996,tonnes,40805,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1997,tonnes,47286,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1998,tonnes,40711,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",1999,tonnes,61756,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",2000,tonnes,57931,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",2001,tonnes,53799,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",2002,tonnes,53510,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",2003,tonnes,53784,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",2004,tonnes,54969,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",2005,tonnes,63820,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",2006,tonnes,63391,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",2007,tonnes,66460,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",2008,tonnes,67230,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",2009,tonnes,74726,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",2010,tonnes,75787,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",2011,tonnes,76157,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",2012,tonnes,72948,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",2013,tonnes,74236,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",2014,tonnes,77106,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",2015,tonnes,79258,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",2016,tonnes,74825,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",2017,tonnes,54698,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",2018,tonnes,74517,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Brazil nuts, with shell",2019,tonnes,70256,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1961,ha,5402824,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1962,ha,6068220,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1963,ha,5084426,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1964,ha,5015933,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1965,ha,4961604,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1966,ha,4875211,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1967,ha,4843316,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1968,ha,4764639,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1969,ha,4725426,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1970,ha,4772828,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1971,ha,4260818,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1972,ha,4253975,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1973,ha,4175846,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1974,ha,3978116,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1975,ha,3984971,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1976,ha,3833241,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1977,ha,3764289,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1978,ha,3630868,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1979,ha,3788432,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1980,ha,3746207,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1981,ha,3544374,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1982,ha,3278062,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1983,ha,3355716,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1984,ha,3321512,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1985,ha,3226871,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1986,ha,3168514,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1987,ha,3192402,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1988,ha,3062264,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1989,ha,3018914,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1990,ha,2758418,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1991,ha,2159785,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1992,ha,2290170,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1993,ha,2203738,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1994,ha,2489279,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1995,ha,2289426,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1996,ha,2341772,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1997,ha,2290173,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1998,ha,2443272,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",1999,ha,2315179,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",2000,ha,2519019,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",2001,ha,2768279,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",2002,ha,2696340,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",2003,ha,2692564,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",2004,ha,2630528,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",2005,ha,2613203,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",2006,ha,2395562,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",2007,ha,2505363,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",2008,ha,2493762,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",2009,ha,2432836,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",2010,ha,2553038,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",2011,ha,2454683,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",2012,ha,2498480,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",2013,ha,2333029,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",2014,ha,2255494,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",2015,ha,2448695,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",2016,ha,2452261,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",2017,ha,2613210,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",2018,ha,2777251,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Broad beans, horse beans, dry",2019,ha,2577201,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Yield,"Broad beans, horse beans, dry",1961,hg/ha,8963,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1962,hg/ha,10220,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1963,hg/ha,10453,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1964,hg/ha,11080,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1965,hg/ha,11258,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1966,hg/ha,9512,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1967,hg/ha,9384,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1968,hg/ha,9028,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1969,hg/ha,9020,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1970,hg/ha,9474,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1971,hg/ha,10495,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1972,hg/ha,10472,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1973,hg/ha,10161,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1974,hg/ha,10715,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1975,hg/ha,10652,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1976,hg/ha,10775,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1977,hg/ha,10524,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1978,hg/ha,11826,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1979,hg/ha,11828,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1980,hg/ha,11996,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1981,hg/ha,11496,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1982,hg/ha,13131,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1983,hg/ha,12446,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1984,hg/ha,12948,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1985,hg/ha,12475,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1986,hg/ha,12824,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1987,hg/ha,13269,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1988,hg/ha,15190,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1989,hg/ha,13959,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1990,hg/ha,15775,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1991,hg/ha,15535,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1992,hg/ha,12090,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1993,hg/ha,15983,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1994,hg/ha,14539,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1995,hg/ha,15749,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1996,hg/ha,15695,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1997,hg/ha,14902,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1998,hg/ha,15524,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",1999,hg/ha,15356,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",2000,hg/ha,15014,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",2001,hg/ha,15004,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",2002,hg/ha,16076,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",2003,hg/ha,16882,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",2004,hg/ha,16421,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",2005,hg/ha,17029,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",2006,hg/ha,17087,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",2007,hg/ha,15996,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",2008,hg/ha,16900,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",2009,hg/ha,17842,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",2010,hg/ha,17493,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",2011,hg/ha,18678,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",2012,hg/ha,18552,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",2013,hg/ha,19182,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",2014,hg/ha,19700,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",2015,hg/ha,18785,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",2016,hg/ha,20641,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",2017,hg/ha,21097,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",2018,hg/ha,19310,Fc,Calculated data
World,Yield,"Broad beans, horse beans, dry",2019,hg/ha,21075,Fc,Calculated data
World,Production,"Broad beans, horse beans, dry",1961,tonnes,4842684,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1962,tonnes,6201802,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1963,tonnes,5314738,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1964,tonnes,5557705,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1965,tonnes,5585971,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1966,tonnes,4637356,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1967,tonnes,4544887,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,"Broad beans, horse beans, dry",1968,tonnes,4301390,A,"Aggregate, may include official, semi-official, estimated or calculated data"
