Area,Element,Item,Year,Unit,Value,Flag,Flag Description
World,Area harvested,Agave fibres nes,1961,ha,32100,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1962,ha,32990,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1963,ha,34110,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1964,ha,33620,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1965,ha,34320,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1966,ha,35010,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1967,ha,36140,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1968,ha,36950,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1969,ha,36951,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1970,ha,38010,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1971,ha,39105,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1972,ha,41005,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1973,ha,42730,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1974,ha,44737,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1975,ha,59064,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1976,ha,53444,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1977,ha,53636,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1978,ha,53191,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1979,ha,53879,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1980,ha,55510,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1981,ha,54105,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1982,ha,57118,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1983,ha,57841,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1984,ha,49833,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1985,ha,48143,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1986,ha,50510,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1987,ha,54285,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1988,ha,54699,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1989,ha,62121,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1990,ha,55943,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1991,ha,70822,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1992,ha,61851,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1993,ha,67061,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1994,ha,67307,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1995,ha,54786,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1996,ha,63441,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1997,ha,61227,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1998,ha,59200,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,1999,ha,57333,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,2000,ha,58653,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,2001,ha,56868,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,2002,ha,57875,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,2003,ha,57349,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,2004,ha,57380,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,2005,ha,57551,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,2006,ha,56705,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,2007,ha,56339,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,2008,ha,56440,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,2009,ha,56543,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,2010,ha,56320,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,2011,ha,56433,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,2012,ha,54840,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,2013,ha,54880,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,2014,ha,57262,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,2015,ha,58567,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,2016,ha,59515,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,2017,ha,60653,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,2018,ha,62274,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,Agave fibres nes,2019,ha,64360,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Yield,Agave fibres nes,1961,hg/ha,10779,Fc,Calculated data
World,Yield,Agave fibres nes,1962,hg/ha,9988,Fc,Calculated data
World,Yield,Agave fibres nes,1963,hg/ha,10261,Fc,Calculated data
World,Yield,Agave fibres nes,1964,hg/ha,10447,Fc,Calculated data
World,Yield,Agave fibres nes,1965,hg/ha,10408,Fc,Calculated data
World,Yield,Agave fibres nes,1966,hg/ha,10443,Fc,Calculated data
World,Yield,Agave fibres nes,1967,hg/ha,10666,Fc,Calculated data
World,Yield,Agave fibres nes,1968,hg/ha,10730,Fc,Calculated data
World,Yield,Agave fibres nes,1969,hg/ha,10673,Fc,Calculated data
World,Yield,Agave fibres nes,1970,hg/ha,10708,Fc,Calculated data
World,Yield,Agave fibres nes,1971,hg/ha,10697,Fc,Calculated data
World,Yield,Agave fibres nes,1972,hg/ha,11018,Fc,Calculated data
World,Yield,Agave fibres nes,1973,hg/ha,11472,Fc,Calculated data
World,Yield,Agave fibres nes,1974,hg/ha,11847,Fc,Calculated data
World,Yield,Agave fibres nes,1975,hg/ha,11806,Fc,Calculated data
World,Yield,Agave fibres nes,1976,hg/ha,11749,Fc,Calculated data
World,Yield,Agave fibres nes,1977,hg/ha,12183,Fc,Calculated data
World,Yield,Agave fibres nes,1978,hg/ha,11725,Fc,Calculated data
World,Yield,Agave fibres nes,1979,hg/ha,11684,Fc,Calculated data
World,Yield,Agave fibres nes,1980,hg/ha,12553,Fc,Calculated data
World,Yield,Agave fibres nes,1981,hg/ha,11683,Fc,Calculated data
World,Yield,Agave fibres nes,1982,hg/ha,11453,Fc,Calculated data
World,Yield,Agave fibres nes,1983,hg/ha,11254,Fc,Calculated data
World,Yield,Agave fibres nes,1984,hg/ha,11352,Fc,Calculated data
World,Yield,Agave fibres nes,1985,hg/ha,11450,Fc,Calculated data
World,Yield,Agave fibres nes,1986,hg/ha,11254,Fc,Calculated data
World,Yield,Agave fibres nes,1987,hg/ha,10834,Fc,Calculated data
World,Yield,Agave fibres nes,1988,hg/ha,10650,Fc,Calculated data
World,Yield,Agave fibres nes,1989,hg/ha,10529,Fc,Calculated data
World,Yield,Agave fibres nes,1990,hg/ha,10529,Fc,Calculated data
World,Yield,Agave fibres nes,1991,hg/ha,11077,Fc,Calculated data
World,Yield,Agave fibres nes,1992,hg/ha,9552,Fc,Calculated data
World,Yield,Agave fibres nes,1993,hg/ha,9673,Fc,Calculated data
World,Yield,Agave fibres nes,1994,hg/ha,9625,Fc,Calculated data
World,Yield,Agave fibres nes,1995,hg/ha,10398,Fc,Calculated data
World,Yield,Agave fibres nes,1996,hg/ha,10454,Fc,Calculated data
World,Yield,Agave fibres nes,1997,hg/ha,11180,Fc,Calculated data
World,Yield,Agave fibres nes,1998,hg/ha,9285,Fc,Calculated data
World,Yield,Agave fibres nes,1999,hg/ha,8999,Fc,Calculated data
World,Yield,Agave fibres nes,2000,hg/ha,8553,Fc,Calculated data
World,Yield,Agave fibres nes,2001,hg/ha,8558,Fc,Calculated data
World,Yield,Agave fibres nes,2002,hg/ha,8614,Fc,Calculated data
World,Yield,Agave fibres nes,2003,hg/ha,8729,Fc,Calculated data
World,Yield,Agave fibres nes,2004,hg/ha,9289,Fc,Calculated data
World,Yield,Agave fibres nes,2005,hg/ha,9032,Fc,Calculated data
World,Yield,Agave fibres nes,2006,hg/ha,8626,Fc,Calculated data
World,Yield,Agave fibres nes,2007,hg/ha,8560,Fc,Calculated data
World,Yield,Agave fibres nes,2008,hg/ha,8304,Fc,Calculated data
World,Yield,Agave fibres nes,2009,hg/ha,8109,Fc,Calculated data
World,Yield,Agave fibres nes,2010,hg/ha,7938,Fc,Calculated data
World,Yield,Agave fibres nes,2011,hg/ha,7753,Fc,Calculated data
World,Yield,Agave fibres nes,2012,hg/ha,7470,Fc,Calculated data
World,Yield,Agave fibres nes,2013,hg/ha,7556,Fc,Calculated data
World,Yield,Agave fibres nes,2014,hg/ha,7286,Fc,Calculated data
World,Yield,Agave fibres nes,2015,hg/ha,7002,Fc,Calculated data
World,Yield,Agave fibres nes,2016,hg/ha,6770,Fc,Calculated data
World,Yield,Agave fibres nes,2017,hg/ha,6515,Fc,Calculated data
World,Yield,Agave fibres nes,2018,hg/ha,6238,Fc,Calculated data
World,Yield,Agave fibres nes,2019,hg/ha,5931,Fc,Calculated data
World,Production,Agave fibres nes,1961,tonnes,34600,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1962,tonnes,32950,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1963,tonnes,35000,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1964,tonnes,35124,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1965,tonnes,35721,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1966,tonnes,36562,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1967,tonnes,38548,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1968,tonnes,39648,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1969,tonnes,39436,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1970,tonnes,40703,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1971,tonnes,41831,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1972,tonnes,45181,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1973,tonnes,49018,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1974,tonnes,53000,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1975,tonnes,69731,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1976,tonnes,62790,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1977,tonnes,65344,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1978,tonnes,62365,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1979,tonnes,62951,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1980,tonnes,69684,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1981,tonnes,63213,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1982,tonnes,65416,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1983,tonnes,65092,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1984,tonnes,56571,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1985,tonnes,55123,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1986,tonnes,56844,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1987,tonnes,58814,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1988,tonnes,58253,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1989,tonnes,65407,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1990,tonnes,58904,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1991,tonnes,78452,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1992,tonnes,59083,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1993,tonnes,64868,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1994,tonnes,64786,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1995,tonnes,56965,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1996,tonnes,66321,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1997,tonnes,68454,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1998,tonnes,54970,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,1999,tonnes,51595,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,2000,tonnes,50163,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,2001,tonnes,48668,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,2002,tonnes,49855,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,2003,tonnes,50062,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,2004,tonnes,53301,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,2005,tonnes,51981,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,2006,tonnes,48914,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,2007,tonnes,48225,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,2008,tonnes,46866,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,2009,tonnes,45848,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,2010,tonnes,44704,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,2011,tonnes,43753,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,2012,tonnes,40965,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,2013,tonnes,41465,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,2014,tonnes,41719,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,2015,tonnes,41006,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,2016,tonnes,40291,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,2017,tonnes,39513,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,2018,tonnes,38845,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Production,Agave fibres nes,2019,tonnes,38173,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1961,ha,734703,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1962,ha,753026,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1963,ha,738654,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1964,ha,781827,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1965,ha,789828,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1966,ha,799071,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1967,ha,776295,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1968,ha,860649,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1969,ha,771639,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1970,ha,917991,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1971,ha,913680,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1972,ha,965564,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1973,ha,1019631,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1974,ha,1071585,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1975,ha,1093050,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1976,ha,1124258,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1977,ha,1133109,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1978,ha,1154579,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1979,ha,1193170,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1980,ha,1221982,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1981,ha,1265223,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1982,ha,1258794,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1983,ha,1298798,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1984,ha,1360432,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1985,ha,1349136,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1986,ha,1378410,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1987,ha,1405497,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1988,ha,1405081,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1989,ha,1436184,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1990,ha,1446720,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1991,ha,1453784,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1992,ha,1449983,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1993,ha,1456345,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1994,ha,1481092,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1995,ha,1486885,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1996,ha,1514708,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1997,ha,1548284,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1998,ha,1568847,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",1999,ha,1587260,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",2000,ha,1649709,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",2001,ha,1660887,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",2002,ha,1671113,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",2003,ha,1591230,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",2004,ha,1616880,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",2005,ha,1690974,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",2006,ha,1647820,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",2007,ha,1666882,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",2008,ha,1658355,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",2009,ha,1751677,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",2010,ha,1716932,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",2011,ha,1728165,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",2012,ha,1770361,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",2013,ha,1828319,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",2014,ha,1739312,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",2015,ha,1777528,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",2016,ha,1823598,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",2017,ha,1919958,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",2018,ha,2025955,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Area harvested,"Almonds, with shell",2019,ha,2126304,A,"Aggregate, may include official, semi-official, estimated or calculated data"
World,Yield,"Almonds, with shell",1961,hg/ha,10298,Fc,Calculated data
World,Yield,"Almonds, with shell",1962,hg/ha,5797,Fc,Calculated data
World,Yield,"Almonds, with shell",1963,hg/ha,7819,Fc,Calculated data
World,Yield,"Almonds, with shell",1964,hg/ha,8079,Fc,Calculated data
World,Yield,"Almonds, with shell",1965,hg/ha,7661,Fc,Calculated data
World,Yield,"Almonds, with shell",1966,hg/ha,7588,Fc,Calculated data
World,Yield,"Almonds, with shell",1967,hg/ha,9267,Fc,Calculated data
World,Yield,"Almonds, with shell",1968,hg/ha,8244,Fc,Calculated data
World,Yield,"Almonds, with shell",1969,hg/ha,7344,Fc,Calculated data
World,Yield,"Almonds, with shell",1970,hg/ha,7372,Fc,Calculated data
World,Yield,"Almonds, with shell",1971,hg/ha,6355,Fc,Calculated data
World,Yield,"Almonds, with shell",1972,hg/ha,7250,Fc,Calculated data
World,Yield,"Almonds, with shell",1973,hg/ha,6094,Fc,Calculated data
World,Yield,"Almonds, with shell",1974,hg/ha,7984,Fc,Calculated data
World,Yield,"Almonds, with shell",1975,hg/ha,6883,Fc,Calculated data
World,Yield,"Almonds, with shell",1976,hg/ha,8273,Fc,Calculated data
World,Yield,"Almonds, with shell",1977,hg/ha,7169,Fc,Calculated data
World,Yield,"Almonds, with shell",1978,hg/ha,7834,Fc,Calculated data
World,Yield,"Almonds, with shell",1979,hg/ha,6988,Fc,Calculated data
World,Yield,"Almonds, with shell",1980,hg/ha,7526,Fc,Calculated data
World,Yield,"Almonds, with shell",1981,hg/ha,9731,Fc,Calculated data
World,Yield,"Almonds, with shell",1982,hg/ha,8307,Fc,Calculated data
World,Yield,"Almonds, with shell",1983,hg/ha,6519,Fc,Calculated data
World,Yield,"Almonds, with shell",1984,hg/ha,8570,Fc,Calculated data
World,Yield,"Almonds, with shell",1985,hg/ha,8491,Fc,Calculated data
World,Yield,"Almonds, with shell",1986,hg/ha,7087,Fc,Calculated data
World,Yield,"Almonds, with shell",1987,hg/ha,8908,Fc,Calculated data
World,Yield,"Almonds, with shell",1988,hg/ha,8123,Fc,Calculated data
World,Yield,"Almonds, with shell",1989,hg/ha,8868,Fc,Calculated data
World,Yield,"Almonds, with shell",1990,hg/ha,9092,Fc,Calculated data
World,Yield,"Almonds, with shell",1991,hg/ha,8855,Fc,Calculated data
World,Yield,"Almonds, with shell",1992,hg/ha,9091,Fc,Calculated data
World,Yield,"Almonds, with shell",1993,hg/ha,8756,Fc,Calculated data
World,Yield,"Almonds, with shell",1994,hg/ha,9347,Fc,Calculated data
World,Yield,"Almonds, with shell",1995,hg/ha,7045,Fc,Calculated data
World,Yield,"Almonds, with shell",1996,hg/ha,8530,Fc,Calculated data
World,Yield,"Almonds, with shell",1997,hg/ha,10287,Fc,Calculated data
World,Yield,"Almonds, with shell",1998,hg/ha,8356,Fc,Calculated data
World,Yield,"Almonds, with shell",1999,hg/ha,10440,Fc,Calculated data
World,Yield,"Almonds, with shell",2000,hg/ha,8803,Fc,Calculated data
World,Yield,"Almonds, with shell",2001,hg/ha,9348,Fc,Calculated data
World,Yield,"Almonds, with shell",2002,hg/ha,11069,Fc,Calculated data
World,Yield,"Almonds, with shell",2003,hg/ha,11140,Fc,Calculated data
World,Yield,"Almonds, with shell",2004,hg/ha,9959,Fc,Calculated data
World,Yield,"Almonds, with shell",2005,hg/ha,10931,Fc,Calculated data
World,Yield,"Almonds, with shell",2006,hg/ha,12651,Fc,Calculated data
World,Yield,"Almonds, with shell",2007,hg/ha,13738,Fc,Calculated data
World,Yield,"Almonds, with shell",2008,hg/ha,14926,Fc,Calculated data
World,Yield,"Almonds, with shell",2009,hg/ha,13795,Fc,Calculated data
World,Yield,"Almonds, with shell",2010,hg/ha,15002,Fc,Calculated data
World,Yield,"Almonds, with shell",2011,hg/ha,17814,Fc,Calculated data
World,Yield,"Almonds, with shell",2012,hg/ha,16455,Fc,Calculated data
World,Yield,"Almonds, with shell",2013,hg/ha,16157,Fc,Calculated data
World,Yield,"Almonds, with shell",2014,hg/ha,15835,Fc,Calculated data
World,Yield,"Almonds, with shell",2015,hg/ha,15012,Fc,Calculated data
World,Yield,"Almonds, with shell",2016,hg/ha,15389,Fc,Calculated data
World,Yield,"Almonds, with shell",2017,hg/ha,15617,Fc,Calculated data
