Month number,Year,Month,Vehicle type,Category,Value
3,2017,March,Commercial vehicles,New registrations Total CV up to 6t,27491
3,2017,March,Commercial vehicles,New registrations CV up to 2t,1725
3,2017,March,Commercial vehicles,"New registrations CV over 2 to 3,5t",25187
3,2017,March,Commercial vehicles,"New registrations CV over 3,5 to 6t",579
3,2017,March,Commercial vehicles,New registrations Total CV over 6t,9347
3,2017,March,Commercial vehicles,New registrations CV over 6 to 16t,2168
3,2017,March,Commercial vehicles,New registrations CV over 16t,7179
3,2017,March,Commercial vehicles,New registrations Total Buses,704
3,2017,March,Commercial vehicles,Trailer Total,36728
3,2017,March,Commercial vehicles,Trailer - Semitrailers,3844
3,2017,March,Commercial vehicles,Trailer - Caravans,3169
3,2017,March,Commercial vehicles,Export CV up to 6t,
3,2017,March,Commercial vehicles,Produktion CV up to 6t,
5,2017,May,Passenger cars,New registrations Total,323952
5,2017,May,Passenger cars,New registrations German makes incl. group makes,223104
5,2017,May,Passenger cars,New registrations Foreign makes,100848
5,2017,May,Passenger cars,Export,367204
5,2017,May,Passenger cars,Production,482362
5,2017,May,Commercial vehicles,New registrations Total,31892
5,2017,May,Commercial vehicles,New registrations Total CV up to 6t,23334
5,2017,May,Commercial vehicles,New registrations CV up to 2t,1564
5,2017,May,Commercial vehicles,"New registrations CV over 2 to 3,5t",21315
5,2017,May,Commercial vehicles,"New registrations CV over 3,5 to 6t",455
5,2017,May,Commercial vehicles,New registrations Total CV over 6t,7947
5,2017,May,Commercial vehicles,New registrations CV over 6 to 16t,1985
5,2017,May,Commercial vehicles,New registrations CV over 16t,5962
5,2017,May,Commercial vehicles,New registrations Total Buses,611
5,2017,May,Commercial vehicles,Trailer Total,33385
5,2017,May,Commercial vehicles,Trailer - Semitrailers,3338
5,2017,May,Commercial vehicles,Trailer - Caravans,3713
5,2017,May,Commercial vehicles,Export CV up to 6t,
5,2017,May,Commercial vehicles,Produktion CV up to 6t,
11,2017,November,Passenger cars,New registrations Total,302636
11,2017,November,Passenger cars,New registrations German makes incl. group makes,212416
11,2017,November,Passenger cars,New registrations Foreign makes,90220
11,2017,November,Passenger cars,Export,440651
11,2017,November,Passenger cars,Production,581194
11,2017,November,Commercial vehicles,New registrations Total,35031
11,2017,November,Commercial vehicles,New registrations Total CV up to 6t,26823
11,2017,November,Commercial vehicles,New registrations CV up to 2t,1912
11,2017,November,Commercial vehicles,"New registrations CV over 2 to 3,5t",24364
11,2017,November,Commercial vehicles,"New registrations CV over 3,5 to 6t",547
11,2017,November,Commercial vehicles,New registrations Total CV over 6t,7467
11,2017,November,Commercial vehicles,New registrations CV over 6 to 16t,1913
11,2017,November,Commercial vehicles,New registrations CV over 16t,5554
11,2017,November,Commercial vehicles,New registrations Total Buses,741
11,2017,November,Commercial vehicles,Trailer Total,21496
11,2017,November,Commercial vehicles,Trailer - Semitrailers,3209
11,2017,November,Commercial vehicles,Trailer - Caravans,881
11,2017,November,Commercial vehicles,Export CV up to 6t,
11,2017,November,Commercial vehicles,Produktion CV up to 6t,
10,2017,October,Passenger cars,New registrations Total,272855
10,2017,October,Passenger cars,New registrations German makes incl. group makes,191355
10,2017,October,Passenger cars,New registrations Foreign makes,81500
10,2017,October,Passenger cars,Export,325980
10,2017,October,Passenger cars,Production,428029
10,2017,October,Commercial vehicles,New registrations Total,32067
10,2017,October,Commercial vehicles,New registrations Total CV up to 6t,24518
10,2017,October,Commercial vehicles,New registrations CV up to 2t,1478
10,2017,October,Commercial vehicles,"New registrations CV over 2 to 3,5t",22606
10,2017,October,Commercial vehicles,"New registrations CV over 3,5 to 6t",434
10,2017,October,Commercial vehicles,New registrations Total CV over 6t,7200
10,2017,October,Commercial vehicles,New registrations CV over 6 to 16t,1965
10,2017,October,Commercial vehicles,New registrations CV over 16t,5235
10,2017,October,Commercial vehicles,New registrations Total Buses,349
10,2017,October,Commercial vehicles,Trailer Total,23138
10,2017,October,Commercial vehicles,Trailer - Semitrailers,2958
10,2017,October,Commercial vehicles,Trailer - Caravans,1033
10,2017,October,Commercial vehicles,Export CV up to 6t,
10,2017,October,Commercial vehicles,Produktion CV up to 6t,
9,2017,September,Passenger cars,New registrations Total,288035
9,2017,September,Passenger cars,New registrations German makes incl. group makes,202155
9,2017,September,Passenger cars,New registrations Foreign makes,85880
9,2017,September,Passenger cars,Export,406054
9,2017,September,Passenger cars,Production,525976
9,2017,September,Commercial vehicles,New registrations Total,30283
9,2017,September,Commercial vehicles,New registrations Total CV up to 6t,22623
9,2017,September,Commercial vehicles,New registrations CV up to 2t,1398
9,2017,September,Commercial vehicles,"New registrations CV over 2 to 3,5t",20889
9,2017,September,Commercial vehicles,"New registrations CV over 3,5 to 6t",336
9,2017,September,Commercial vehicles,New registrations Total CV over 6t,7229
9,2017,September,Commercial vehicles,New registrations CV over 6 to 16t,1937
9,2017,September,Commercial vehicles,New registrations CV over 16t,5292
9,2017,September,Commercial vehicles,New registrations Total Buses,431
9,2017,September,Commercial vehicles,Trailer Total,25105
9,2017,September,Commercial vehicles,Trailer - Semitrailers,3043
9,2017,September,Commercial vehicles,Trailer - Caravans,1262
9,2017,September,Commercial vehicles,Export CV up to 6t,
9,2017,September,Commercial vehicles,Produktion CV up to 6t,
4,2018,April,Passenger cars,New registrations Total,314055
4,2018,April,Passenger cars,New registrations German makes incl. group makes,222920
4,2018,April,Passenger cars,New registrations Foreign makes,91135
4,2018,April,Passenger cars,Export,398737
4,2018,April,Passenger cars,Production,485519
4,2018,April,Commercial vehicles,New registrations Total,32219
4,2018,April,Commercial vehicles,New registrations Total CV up to 6t,23340
4,2018,April,Commercial vehicles,New registrations CV up to 2t,1466
4,2018,April,Commercial vehicles,"New registrations CV over 2 to 3,5t",21380
4,2018,April,Commercial vehicles,"New registrations CV over 3,5 to 6t",494
4,2018,April,Commercial vehicles,New registrations Total CV over 6t,8158
4,2018,April,Commercial vehicles,New registrations CV over 6 to 16t,1802
4,2018,April,Commercial vehicles,New registrations CV over 16t,6356
4,2018,April,Commercial vehicles,New registrations Total Buses,721
4,2018,April,Commercial vehicles,Trailer Total,34076
4,2018,April,Commercial vehicles,Trailer - Semitrailers,3880
4,2018,April,Commercial vehicles,Trailer - Caravans,3440
4,2018,April,Commercial vehicles,Export CV up to 6t,
4,2018,April,Commercial vehicles,Produktion CV up to 6t,
8,2018,August,Passenger cars,New registrations Total,316405
8,2018,August,Passenger cars,New registrations German makes incl. group makes,212852
8,2018,August,Passenger cars,New registrations Foreign makes,103553
8,2018,August,Passenger cars,Export,249843
8,2018,August,Passenger cars,Production,310076
8,2018,August,Commercial vehicles,New registrations Total,33502
8,2018,August,Commercial vehicles,New registrations Total CV up to 6t,25686
8,2018,August,Commercial vehicles,New registrations CV up to 2t,1892
8,2018,August,Commercial vehicles,"New registrations CV over 2 to 3,5t",23311
8,2018,August,Commercial vehicles,"New registrations CV over 3,5 to 6t",483
8,2018,August,Commercial vehicles,New registrations Total CV over 6t,7256
8,2018,August,Commercial vehicles,New registrations CV over 6 to 16t,1834
8,2018,August,Commercial vehicles,New registrations CV over 16t,5422
8,2018,August,Commercial vehicles,New registrations Total Buses,560
8,2018,August,Commercial vehicles,Trailer Total,25082
8,2018,August,Commercial vehicles,Trailer - Semitrailers,2985
8,2018,August,Commercial vehicles,Trailer - Caravans,1701
8,2018,August,Commercial vehicles,Export CV up to 6t,
8,2018,August,Commercial vehicles,Produktion CV up to 6t,
2,2018,February,Passenger cars,New registrations Total,261749
2,2018,February,Passenger cars,New registrations German makes incl. group makes,180804
2,2018,February,Passenger cars,New registrations Foreign makes,80945
2,2018,February,Passenger cars,Export,348884
2,2018,February,Passenger cars,Production,447565
2,2018,February,Commercial vehicles,New registrations Total,26426
2,2018,February,Commercial vehicles,New registrations Total CV up to 6t,20283
2,2018,February,Commercial vehicles,New registrations CV up to 2t,1567
2,2018,February,Commercial vehicles,"New registrations CV over 2 to 3,5t",18370
2,2018,February,Commercial vehicles,"New registrations CV over 3,5 to 6t",346
2,2018,February,Commercial vehicles,New registrations Total CV over 6t,5787
2,2018,February,Commercial vehicles,New registrations CV over 6 to 16t,1416
2,2018,February,Commercial vehicles,New registrations CV over 16t,4371
2,2018,February,Commercial vehicles,New registrations Total Buses,356
2,2018,February,Commercial vehicles,Trailer Total,21155
2,2018,February,Commercial vehicles,Trailer - Semitrailers,3270
2,2018,February,Commercial vehicles,Trailer - Caravans,1442
2,2018,February,Commercial vehicles,Export CV up to 6t,
2,2018,February,Commercial vehicles,Produktion CV up to 6t,
1,2018,January,Passenger cars,New registrations Total,269429
1,2018,January,Passenger cars,New registrations German makes incl. group makes,189573
1,2018,January,Passenger cars,New registrations Foreign makes,79856
1,2018,January,Passenger cars,Export,358524
1,2018,January,Passenger cars,Production,453716
1,2018,January,Commercial vehicles,New registrations Total,27036
1,2018,January,Commercial vehicles,New registrations Total CV up to 6t,19992
1,2018,January,Commercial vehicles,New registrations CV up to 2t,1634
1,2018,January,Commercial vehicles,"New registrations CV over 2 to 3,5t",17969
1,2018,January,Commercial vehicles,"New registrations CV over 3,5 to 6t",389
1,2018,January,Commercial vehicles,New registrations Total CV over 6t,6484
1,2018,January,Commercial vehicles,New registrations CV over 6 to 16t,1537
1,2018,January,Commercial vehicles,New registrations CV over 16t,4947
1,2018,January,Commercial vehicles,New registrations Total Buses,560
1,2018,January,Commercial vehicles,Trailer Total,19185
1,2018,January,Commercial vehicles,Trailer - Semitrailers,3467
1,2018,January,Commercial vehicles,Trailer - Caravans,857
1,2018,January,Commercial vehicles,Export CV up to 6t,
1,2018,January,Commercial vehicles,Produktion CV up to 6t,
7,2018,July,Passenger cars,New registrations Total,317848
7,2018,July,Passenger cars,New registrations German makes incl. group makes,224824
7,2018,July,Passenger cars,New registrations Foreign makes,93024
7,2018,July,Passenger cars,Export,307397
7,2018,July,Passenger cars,Production,378651
7,2018,July,Commercial vehicles,New registrations Total,29962
7,2018,July,Commercial vehicles,New registrations Total CV up to 6t,21976
7,2018,July,Commercial vehicles,New registrations CV up to 2t,1612
7,2018,July,Commercial vehicles,"New registrations CV over 2 to 3,5t",19850
7,2018,July,Commercial vehicles,"New registrations CV over 3,5 to 6t",514
7,2018,July,Commercial vehicles,New registrations Total CV over 6t,7571
7,2018,July,Commercial vehicles,New registrations CV over 6 to 16t,1904
7,2018,July,Commercial vehicles,New registrations CV over 16t,5667
7,2018,July,Commercial vehicles,New registrations Total Buses,415
7,2018,July,Commercial vehicles,Trailer Total,29115
7,2018,July,Commercial vehicles,Trailer - Semitrailers,3078
7,2018,July,Commercial vehicles,Trailer - Caravans,2904
7,2018,July,Commercial vehicles,Export CV up to 6t,
7,2018,July,Commercial vehicles,Produktion CV up to 6t,
6,2018,June,Passenger cars,New registrations Total,341308
6,2018,June,Passenger cars,New registrations German makes incl. group makes,238523
6,2018,June,Passenger cars,New registrations Foreign makes,102785
6,2018,June,Passenger cars,Export,366065
6,2018,June,Passenger cars,Production,495652
6,2018,June,Commercial vehicles,New registrations Total,35188
6,2018,June,Commercial vehicles,New registrations Total CV up to 6t,26419
6,2018,June,Commercial vehicles,New registrations CV up to 2t,1949
6,2018,June,Commercial vehicles,"New registrations CV over 2 to 3,5t",23971
6,2018,June,Commercial vehicles,"New registrations CV over 3,5 to 6t",499
6,2018,June,Commercial vehicles,New registrations Total CV over 6t,8239
6,2018,June,Commercial vehicles,New registrations CV over 6 to 16t,1813
6,2018,June,Commercial vehicles,New registrations CV over 16t,6426
6,2018,June,Commercial vehicles,New registrations Total Buses,530
6,2018,June,Commercial vehicles,Trailer Total,30951
6,2018,June,Commercial vehicles,Trailer - Semitrailers,3554
6,2018,June,Commercial vehicles,Trailer - Caravans,2862
6,2018,June,Commercial vehicles,Export CV up to 6t,
6,2018,June,Commercial vehicles,Produktion CV up to 6t,
3,2018,March,Passenger cars,New registrations Total,347433
3,2018,March,Passenger cars,New registrations German makes incl. group makes,234538
3,2018,March,Passenger cars,New registrations Foreign makes,112895
3,2018,March,Passenger cars,Export,378800
3,2018,March,Passenger cars,Production,526698
3,2018,March,Commercial vehicles,New registrations Total,34684
3,2018,March,Commercial vehicles,New registrations Total CV up to 6t,25587
3,2018,March,Commercial vehicles,New registrations CV up to 2t,1896
3,2018,March,Commercial vehicles,"New registrations CV over 2 to 3,5t",23213
3,2018,March,Commercial vehicles,"New registrations CV over 3,5 to 6t",478
3,2018,March,Commercial vehicles,New registrations Total CV over 6t,8477
3,2018,March,Commercial vehicles,New registrations CV over 6 to 16t,2049
3,2018,March,Commercial vehicles,New registrations CV over 16t,6428
3,2018,March,Commercial vehicles,New registrations Total Buses,620
3,2018,March,Commercial vehicles,Trailer Total,30387
3,2018,March,Commercial vehicles,Trailer - Semitrailers,4163
3,2018,March,Commercial vehicles,Trailer - Caravans,3200
3,2018,March,Commercial vehicles,Export CV up to 6t,
3,2018,March,Commercial vehicles,Produktion CV up to 6t,
5,2018,May,Passenger cars,New registrations Total,305057
5,2018,May,Passenger cars,New registrations German makes incl. group makes,215374
5,2018,May,Passenger cars,New registrations Foreign makes,89683
5,2018,May,Passenger cars,Export,338641
5,2018,May,Passenger cars,Production,437671
5,2018,May,Commercial vehicles,New registrations Total,31716
5,2018,May,Commercial vehicles,New registrations Total CV up to 6t,23922
5,2018,May,Commercial vehicles,New registrations CV up to 2t,1476
5,2018,May,Commercial vehicles,"New registrations CV over 2 to 3,5t",21948
5,2018,May,Commercial vehicles,"New registrations CV over 3,5 to 6t",498
5,2018,May,Commercial vehicles,New registrations Total CV over 6t,7354
5,2018,May,Commercial vehicles,New registrations CV over 6 to 16t,1671
5,2018,May,Commercial vehicles,New registrations CV over 16t,5683
5,2018,May,Commercial vehicles,New registrations Total Buses,440
5,2018,May,Commercial vehicles,Trailer Total,31300
5,2018,May,Commercial vehicles,Trailer - Semitrailers,3106
5,2018,May,Commercial vehicles,Trailer - Caravans,3481
5,2018,May,Commercial vehicles,Export CV up to 6t,
5,2018,May,Commercial vehicles,Produktion CV up to 6t,
11,2018,November,Passenger cars,New registrations Total,272674
11,2018,November,Passenger cars,New registrations German makes incl. group makes,194421
11,2018,November,Passenger cars,New registrations Foreign makes,78253
11,2018,November,Passenger cars,Export,344472
11,2018,November,Passenger cars,Production,458820
11,2018,November,Commercial vehicles,New registrations Total,37329
11,2018,November,Commercial vehicles,New registrations Total CV up to 6t,28522
11,2018,November,Commercial vehicles,New registrations CV up to 2t,1474
11,2018,November,Commercial vehicles,"New registrations CV over 2 to 3,5t",26477
11,2018,November,Commercial vehicles,"New registrations CV over 3,5 to 6t",571
11,2018,November,Commercial vehicles,New registrations Total CV over 6t,8097
11,2018,November,Commercial vehicles,New registrations CV over 6 to 16t,2046
11,2018,November,Commercial vehicles,New registrations CV over 16t,6051
11,2018,November,Commercial vehicles,New registrations Total Buses,710
11,2018,November,Commercial vehicles,Trailer Total,21848
11,2018,November,Commercial vehicles,Trailer - Semitrailers,3639
11,2018,November,Commercial vehicles,Trailer - Caravans,896
11,2018,November,Commercial vehicles,Export CV up to 6t,
11,2018,November,Commercial vehicles,Produktion CV up to 6t,
10,2018,October,Passenger cars,New registrations Total,252628
10,2018,October,Passenger cars,New registrations German makes incl. group makes,176068
10,2018,October,Passenger cars,New registrations Foreign makes,76560
10,2018,October,Passenger cars,Export,337195
10,2018,October,Passenger cars,Production,427322
10,2018,October,Commercial vehicles,New registrations Total,37482
10,2018,October,Commercial vehicles,New registrations Total CV up to 6t,28416
10,2018,October,Commercial vehicles,New registrations CV up to 2t,1247
10,2018,October,Commercial vehicles,"New registrations CV over 2 to 3,5t",26447
10,2018,October,Commercial vehicles,"New registrations CV over 3,5 to 6t",722
10,2018,October,Commercial vehicles,New registrations Total CV over 6t,8552
10,2018,October,Commercial vehicles,New registrations CV over 6 to 16t,2345
10,2018,October,Commercial vehicles,New registrations CV over 16t,6207
10,2018,October,Commercial vehicles,New registrations Total Buses,514
10,2018,October,Commercial vehicles,Trailer Total,26183
10,2018,October,Commercial vehicles,Trailer - Semitrailers,3829
10,2018,October,Commercial vehicles,Trailer - Caravans,1243
10,2018,October,Commercial vehicles,Export CV up to 6t,
10,2018,October,Commercial vehicles,Produktion CV up to 6t,
9,2018,September,Passenger cars,New registrations Total,200134
9,2018,September,Passenger cars,New registrations German makes incl. group makes,127106
9,2018,September,Passenger cars,New registrations Foreign makes,73028
9,2018,September,Passenger cars,Export,315093
9,2018,September,Passenger cars,Production,401084
9,2018,September,Commercial vehicles,New registrations Total,30627
9,2018,September,Commercial vehicles,New registrations Total CV up to 6t,23266
9,2018,September,Commercial vehicles,New registrations CV up to 2t,1134
9,2018,September,Commercial vehicles,"New registrations CV over 2 to 3,5t",21758
9,2018,September,Commercial vehicles,"New registrations CV over 3,5 to 6t",374
9,2018,September,Commercial vehicles,New registrations Total CV over 6t,6962
9,2018,September,Commercial vehicles,New registrations CV over 6 to 16t,1676
9,2018,September,Commercial vehicles,New registrations CV over 16t,5286
9,2018,September,Commercial vehicles,New registrations Total Buses,399
9,2018,September,Commercial vehicles,Trailer Total,23881
9,2018,September,Commercial vehicles,Trailer - Semitrailers,3519
9,2018,September,Commercial vehicles,Trailer - Caravans,1318
9,2018,September,Commercial vehicles,Export CV up to 6t,
9,2018,September,Commercial vehicles,Produktion CV up to 6t,
